   0.24692E+00    0.36100E+04    0.44433E+04    0.98487E+01
   0.24692E+00    0.36100E+04    0.44433E+04    0.10116E+02
   0.24696E+00    0.36100E+04    0.44433E+04    0.10335E+02
   0.24696E+00    0.36100E+04    0.44433E+04    0.10477E+02
   0.39983E+00    0.37712E+04    0.46023E+04    0.10512E+02
   0.39983E+00    0.37712E+04    0.46023E+04    0.10489E+02
   0.36209E+00    0.38178E+04    0.46620E+04    0.10439E+02
   0.36209E+00    0.38178E+04    0.46620E+04    0.10402E+02
   0.35096E+00    0.38812E+04    0.46835E+04    0.10370E+02
   0.35096E+00    0.38812E+04    0.46835E+04    0.10341E+02
   0.34138E+00    0.38969E+04    0.47380E+04    0.10303E+02
   0.34138E+00    0.38969E+04    0.47380E+04    0.10253E+02
   0.32236E+00    0.39033E+04    0.48041E+04    0.10192E+02
   0.32236E+00    0.39033E+04    0.48041E+04    0.10122E+02
   0.29653E+00    0.38997E+04    0.48590E+04    0.10046E+02
   0.29653E+00    0.38997E+04    0.48590E+04    0.99661E+01
   0.27688E+00    0.39067E+04    0.49019E+04    0.98823E+01
   0.27688E+00    0.39067E+04    0.49019E+04    0.97945E+01
   0.26411E+00    0.39170E+04    0.49388E+04    0.97018E+01
   0.26411E+00    0.39170E+04    0.49388E+04    0.96046E+01
   0.25621E+00    0.39281E+04    0.49687E+04    0.95032E+01
   0.25621E+00    0.39281E+04    0.49687E+04    0.93987E+01
   0.25401E+00    0.39349E+04    0.49903E+04    0.92919E+01
   0.25401E+00    0.39349E+04    0.49903E+04    0.91838E+01
   0.25856E+00    0.39373E+04    0.50030E+04    0.90751E+01
   0.25856E+00    0.39373E+04    0.50030E+04    0.89663E+01
   0.27019E+00    0.39353E+04    0.50065E+04    0.88582E+01
   0.27019E+00    0.39353E+04    0.50065E+04    0.87514E+01
   0.28873E+00    0.39302E+04    0.49999E+04    0.86469E+01
   0.28873E+00    0.39302E+04    0.49999E+04    0.85450E+01
   0.31429E+00    0.39227E+04    0.49823E+04    0.84469E+01
   0.31429E+00    0.39227E+04    0.49823E+04    0.83526E+01
   0.34668E+00    0.39131E+04    0.49536E+04    0.82635E+01
   0.34668E+00    0.39131E+04    0.49536E+04    0.81792E+01
   0.38544E+00    0.39014E+04    0.49138E+04    0.81013E+01
   0.38544E+00    0.39014E+04    0.49138E+04    0.80292E+01
   0.42981E+00    0.38876E+04    0.48631E+04    0.79645E+01
   0.42981E+00    0.38876E+04    0.48631E+04    0.79061E+01
   0.47878E+00    0.38719E+04    0.48021E+04    0.78558E+01
   0.47878E+00    0.38719E+04    0.48021E+04    0.78124E+01
   0.53095E+00    0.38545E+04    0.47319E+04    0.77776E+01
   0.53095E+00    0.38545E+04    0.47319E+04    0.77499E+01
   0.58469E+00    0.38361E+04    0.46537E+04    0.77307E+01
   0.58469E+00    0.38361E+04    0.46537E+04    0.77185E+01
   0.63806E+00    0.38174E+04    0.45693E+04    0.77148E+01
   0.63806E+00    0.38174E+04    0.45693E+04    0.77182E+01
   0.68898E+00    0.37991E+04    0.44808E+04    0.77296E+01
   0.68898E+00    0.37991E+04    0.44808E+04    0.77473E+01
   0.73546E+00    0.37820E+04    0.43905E+04    0.77723E+01
   0.73546E+00    0.37820E+04    0.43905E+04    0.78032E+01
   0.77547E+00    0.37666E+04    0.43009E+04    0.78411E+01
   0.77547E+00    0.37666E+04    0.43009E+04    0.78842E+01
   0.80743E+00    0.37537E+04    0.42143E+04    0.79331E+01
   0.80743E+00    0.37537E+04    0.42143E+04    0.79862E+01
   0.83003E+00    0.37436E+04    0.41328E+04    0.80445E+01
   0.83003E+00    0.37436E+04    0.41328E+04    0.81066E+01
   0.84235E+00    0.37366E+04    0.40584E+04    0.81730E+01
   0.84235E+00    0.37366E+04    0.40584E+04    0.82420E+01
   0.84410E+00    0.37327E+04    0.39924E+04    0.83142E+01
   0.84410E+00    0.37327E+04    0.39924E+04    0.83885E+01
   0.83515E+00    0.37319E+04    0.39362E+04    0.84653E+01
   0.83515E+00    0.37319E+04    0.39362E+04    0.85434E+01
   0.81598E+00    0.37340E+04    0.38902E+04    0.86230E+01
   0.81598E+00    0.37340E+04    0.38902E+04    0.87030E+01
   0.78727E+00    0.37387E+04    0.38549E+04    0.87837E+01
   0.78727E+00    0.37387E+04    0.38549E+04    0.88644E+01
   0.74986E+00    0.37456E+04    0.38304E+04    0.89452E+01
   0.74986E+00    0.37456E+04    0.38304E+04    0.90261E+01
   0.70492E+00    0.37546E+04    0.38163E+04    0.91076E+01
   0.70492E+00    0.37546E+04    0.38163E+04    0.91893E+01
   0.65358E+00    0.37652E+04    0.38123E+04    0.92707E+01
   0.65358E+00    0.37652E+04    0.38123E+04    0.93512E+01
   0.59684E+00    0.37770E+04    0.38177E+04    0.94303E+01
   0.59684E+00    0.37770E+04    0.38177E+04    0.95079E+01
   0.53569E+00    0.37898E+04    0.38318E+04    0.95836E+01
   0.53569E+00    0.37898E+04    0.38318E+04    0.96575E+01
   0.47161E+00    0.38035E+04    0.38539E+04    0.97290E+01
   0.47161E+00    0.38035E+04    0.38539E+04    0.97984E+01
   0.40591E+00    0.38181E+04    0.38834E+04    0.98650E+01
   0.40591E+00    0.38181E+04    0.38834E+04    0.99289E+01
   0.33958E+00    0.38331E+04    0.39196E+04    0.99896E+01
   0.33958E+00    0.38331E+04    0.39196E+04    0.10047E+02
   0.27369E+00    0.38483E+04    0.39614E+04    0.10102E+02
   0.27369E+00    0.38483E+04    0.39614E+04    0.10153E+02
   0.20931E+00    0.38634E+04    0.40079E+04    0.10200E+02
   0.20931E+00    0.38634E+04    0.40079E+04    0.10243E+02
   0.14743E+00    0.38781E+04    0.40579E+04    0.10282E+02
   0.14743E+00    0.38781E+04    0.40579E+04    0.10318E+02
   0.88947E-01    0.38924E+04    0.41103E+04    0.10349E+02
   0.88947E-01    0.38924E+04    0.41103E+04    0.10376E+02
   0.40864E-01    0.39061E+04    0.41640E+04    0.10398E+02
   0.40864E-01    0.39061E+04    0.41640E+04    0.10416E+02
   0.16827E-01    0.39191E+04    0.42180E+04    0.10429E+02
   0.16827E-01    0.39191E+04    0.42180E+04    0.10437E+02
   0.48109E-02    0.39313E+04    0.42712E+04    0.10437E+02
   0.48109E-02    0.39313E+04    0.42712E+04    0.10415E+02
  -0.11958E-02    0.39428E+04    0.43229E+04    0.10372E+02
  -0.11958E-02    0.39428E+04    0.43229E+04    0.10320E+02
  -0.41985E-02    0.39541E+04    0.43729E+04    0.10266E+02
  -0.41985E-02    0.39541E+04    0.43729E+04    0.10213E+02
  -0.56996E-02    0.39660E+04    0.44198E+04    0.10161E+02
  -0.56996E-02    0.39660E+04    0.44198E+04    0.10105E+02
  -0.64499E-02    0.39746E+04    0.44665E+04    0.10045E+02
  -0.64499E-02    0.39746E+04    0.44665E+04    0.99803E+01
  -0.68250E-02    0.39780E+04    0.45071E+04    0.99108E+01
  -0.68250E-02    0.39780E+04    0.45071E+04    0.98383E+01
  -0.70126E-02    0.39790E+04    0.45382E+04    0.97635E+01
  -0.70126E-02    0.39790E+04    0.45382E+04    0.96874E+01
  -0.71063E-02    0.39792E+04    0.45614E+04    0.96102E+01
  -0.71063E-02    0.39792E+04    0.45614E+04    0.95320E+01
  -0.71532E-02    0.39782E+04    0.45772E+04    0.94531E+01
  -0.71532E-02    0.39782E+04    0.45772E+04    0.93740E+01
  -0.71766E-02    0.39752E+04    0.45851E+04    0.92954E+01
  -0.71766E-02    0.39752E+04    0.45851E+04    0.92179E+01
  -0.99264E-03    0.39699E+04    0.45844E+04    0.91421E+01
  -0.99264E-03    0.39699E+04    0.45844E+04    0.90681E+01
   0.12719E-01    0.39622E+04    0.45752E+04    0.89970E+01
   0.12719E-01    0.39622E+04    0.45752E+04    0.89286E+01
   0.34153E-01    0.39519E+04    0.45574E+04    0.88639E+01
   0.34153E-01    0.39519E+04    0.45574E+04    0.88028E+01
   0.62782E-01    0.39398E+04    0.45310E+04    0.87461E+01
   0.62782E-01    0.39398E+04    0.45310E+04    0.86936E+01
   0.97801E-01    0.39262E+04    0.44966E+04    0.86461E+01
   0.97801E-01    0.39262E+04    0.44966E+04    0.86032E+01
   0.13810E+00    0.39117E+04    0.44549E+04    0.85659E+01
   0.13810E+00    0.39117E+04    0.44549E+04    0.85334E+01
   0.18237E+00    0.38966E+04    0.44070E+04    0.85066E+01
   0.18237E+00    0.38966E+04    0.44070E+04    0.84848E+01
   0.22906E+00    0.38814E+04    0.43543E+04    0.84686E+01
   0.22906E+00    0.38814E+04    0.43543E+04    0.84574E+01
   0.27655E+00    0.38666E+04    0.42981E+04    0.84518E+01
   0.27655E+00    0.38666E+04    0.42981E+04    0.84509E+01
   0.32319E+00    0.38525E+04    0.42402E+04    0.84553E+01
   0.32319E+00    0.38525E+04    0.42402E+04    0.84641E+01
   0.36735E+00    0.38398E+04    0.41820E+04    0.84778E+01
   0.36735E+00    0.38398E+04    0.41820E+04    0.84956E+01
