   0.62963E+02    0.54079E+02    0.24792E+02    0.59818E+02
   0.62584E+02    0.53985E+02    0.24770E+02    0.60026E+02
   0.62981E+02    0.53763E+02    0.24617E+02    0.60971E+02
   0.62964E+02    0.54562E+02    0.24730E+02    0.60731E+02
   0.64046E+02    0.53353E+02    0.24191E+02    0.60473E+02
   0.63539E+02    0.53579E+02    0.24202E+02    0.61692E+02
   0.62971E+02    0.53325E+02    0.20533E+02    0.59985E+02
   0.62646E+02    0.53123E+02    0.20553E+02    0.61463E+02
   0.62706E+02    0.54056E+02    0.31450E+02    0.59734E+02
   0.62688E+02    0.53980E+02    0.31425E+02    0.60374E+02
   0.62856E+02    0.54414E+02    0.37885E+02    0.60330E+02
   0.62736E+02    0.54178E+02    0.38007E+02    0.59405E+02
   0.63394E+02    0.54729E+02    0.45272E+02    0.62740E+02
   0.62627E+02    0.54025E+02    0.45144E+02    0.60360E+02
   0.62799E+02    0.54075E+02    0.45723E+02    0.60813E+02
   0.63067E+02    0.53904E+02    0.45479E+02    0.60951E+02
   0.63935E+02    0.53427E+02    0.49673E+02    0.60358E+02
   0.64718E+02    0.53188E+02    0.49070E+02    0.61897E+02
   0.62788E+02    0.54403E+02    0.54565E+02    0.59607E+02
   0.63217E+02    0.54333E+02    0.54482E+02    0.59763E+02
   0.63394E+02    0.54507E+02    0.51979E+02    0.61384E+02
   0.64262E+02    0.54082E+02    0.51917E+02    0.62366E+02
   0.64043E+02    0.54371E+02    0.62543E+02    0.57837E+02
   0.64258E+02    0.54379E+02    0.62509E+02    0.60099E+02
   0.63444E+02    0.53908E+02    0.62733E+02    0.58487E+02
   0.63005E+02    0.54154E+02    0.62593E+02    0.60922E+02
   0.63845E+02    0.53873E+02    0.68268E+02    0.57726E+02
   0.63064E+02    0.53857E+02    0.68344E+02    0.58190E+02
   0.62334E+02    0.53936E+02    0.69076E+02    0.58956E+02
   0.62115E+02    0.54329E+02    0.68999E+02    0.59514E+02
   0.63227E+02    0.53937E+02    0.73907E+02    0.59667E+02
   0.62956E+02    0.53335E+02    0.73867E+02    0.58670E+02
   0.63139E+02    0.53956E+02    0.79024E+02    0.57743E+02
   0.62838E+02    0.53708E+02    0.79016E+02    0.57163E+02
   0.62684E+02    0.53966E+02    0.80466E+02    0.56304E+02
   0.63177E+02    0.54120E+02    0.80335E+02    0.56109E+02
   0.64080E+02    0.54393E+02    0.78023E+02    0.56443E+02
   0.63631E+02    0.54103E+02    0.78140E+02    0.56737E+02
   0.64078E+02    0.53801E+02    0.86134E+02    0.55984E+02
   0.63395E+02    0.54190E+02    0.86043E+02    0.54161E+02
   0.62453E+02    0.54684E+02    0.86964E+02    0.56671E+02
   0.62705E+02    0.54753E+02    0.86845E+02    0.56137E+02
   0.62692E+02    0.53676E+02    0.88054E+02    0.55111E+02
   0.62907E+02    0.53918E+02    0.88062E+02    0.53828E+02
   0.61682E+02    0.54034E+02    0.91661E+02    0.55276E+02
   0.62076E+02    0.54361E+02    0.91692E+02    0.54645E+02
   0.62802E+02    0.53894E+02    0.93937E+02    0.54883E+02
   0.63265E+02    0.54184E+02    0.94318E+02    0.54635E+02
   0.63347E+02    0.54042E+02    0.91491E+02    0.52993E+02
   0.63374E+02    0.53938E+02    0.91255E+02    0.53908E+02
   0.62887E+02    0.53982E+02    0.95418E+02    0.54563E+02
   0.63076E+02    0.54010E+02    0.95601E+02    0.53997E+02
   0.63675E+02    0.53362E+02    0.93383E+02    0.52902E+02
   0.63790E+02    0.53235E+02    0.93031E+02    0.53799E+02
   0.62984E+02    0.53212E+02    0.96269E+02    0.54059E+02
   0.62690E+02    0.53853E+02    0.96463E+02    0.54210E+02
   0.63663E+02    0.53243E+02    0.97104E+02    0.52233E+02
   0.63155E+02    0.53683E+02    0.96965E+02    0.53564E+02
   0.61705E+02    0.52903E+02    0.97206E+02    0.52750E+02
   0.62186E+02    0.52489E+02    0.96963E+02    0.52339E+02
   0.62041E+02    0.53560E+02    0.96280E+02    0.53476E+02
   0.63154E+02    0.53467E+02    0.96430E+02    0.51632E+02
   0.61739E+02    0.52218E+02    0.98296E+02    0.53482E+02
   0.61152E+02    0.52750E+02    0.97853E+02    0.53497E+02
   0.63190E+02    0.52952E+02    0.94084E+02    0.54050E+02
   0.62548E+02    0.52776E+02    0.94028E+02    0.53716E+02
   0.61722E+02    0.51494E+02    0.93479E+02    0.53983E+02
   0.61862E+02    0.51996E+02    0.93645E+02    0.54948E+02
   0.63319E+02    0.51296E+02    0.92982E+02    0.54528E+02
   0.62561E+02    0.50684E+02    0.93190E+02    0.54505E+02
   0.62875E+02    0.51254E+02    0.95976E+02    0.55085E+02
   0.62911E+02    0.51639E+02    0.96098E+02    0.54460E+02
   0.62597E+02    0.52049E+02    0.96346E+02    0.55556E+02
   0.62898E+02    0.52872E+02    0.96313E+02    0.56228E+02
   0.61550E+02    0.52047E+02    0.98190E+02    0.57392E+02
   0.61863E+02    0.52614E+02    0.98207E+02    0.55025E+02
   0.62974E+02    0.51328E+02    0.92420E+02    0.54983E+02
   0.62999E+02    0.51508E+02    0.92274E+02    0.57338E+02
   0.61443E+02    0.52008E+02    0.87480E+02    0.57944E+02
   0.61830E+02    0.52182E+02    0.87163E+02    0.57634E+02
   0.61271E+02    0.51737E+02    0.87491E+02    0.57362E+02
   0.61262E+02    0.51921E+02    0.87419E+02    0.56625E+02
   0.62522E+02    0.52170E+02    0.85282E+02    0.60682E+02
   0.61955E+02    0.52042E+02    0.85364E+02    0.56432E+02
   0.62111E+02    0.51727E+02    0.81339E+02    0.57649E+02
   0.62347E+02    0.50979E+02    0.81240E+02    0.57409E+02
   0.63331E+02    0.51670E+02    0.82595E+02    0.59488E+02
   0.63522E+02    0.51913E+02    0.82251E+02    0.57441E+02
   0.62723E+02    0.52413E+02    0.81499E+02    0.60034E+02
   0.63277E+02    0.51866E+02    0.81330E+02    0.59832E+02
   0.63059E+02    0.51173E+02    0.76608E+02    0.59677E+02
   0.62193E+02    0.51423E+02    0.76429E+02    0.57648E+02
   0.62325E+02    0.52402E+02    0.78790E+02    0.59662E+02
   0.62325E+02    0.52449E+02    0.78752E+02    0.60679E+02
   0.62554E+02    0.51975E+02    0.75237E+02    0.60957E+02
   0.62428E+02    0.52153E+02    0.74993E+02    0.61185E+02
   0.62045E+02    0.52148E+02    0.78736E+02    0.59089E+02
   0.62018E+02    0.51905E+02    0.78852E+02    0.61484E+02
   0.63657E+02    0.51607E+02    0.76008E+02    0.62369E+02
   0.64031E+02    0.51825E+02    0.76197E+02    0.61305E+02
   0.62940E+02    0.52799E+02    0.77159E+02    0.61264E+02
   0.62639E+02    0.52976E+02    0.77135E+02    0.61256E+02
   0.62478E+02    0.52790E+02    0.66990E+02    0.60959E+02
   0.62724E+02    0.52715E+02    0.67204E+02    0.61724E+02
   0.62422E+02    0.53244E+02    0.69355E+02    0.62314E+02
   0.62522E+02    0.53638E+02    0.69288E+02    0.63037E+02
   0.63550E+02    0.53188E+02    0.68150E+02    0.60272E+02
   0.63188E+02    0.53390E+02    0.68134E+02    0.61640E+02
   0.63198E+02    0.54273E+02    0.61987E+02    0.62256E+02
   0.62741E+02    0.54503E+02    0.61780E+02    0.58549E+02
   0.63171E+02    0.54021E+02    0.62234E+02    0.63150E+02
   0.63947E+02    0.54134E+02    0.62303E+02    0.62554E+02
   0.62513E+02    0.55136E+02    0.58678E+02    0.59399E+02
   0.63121E+02    0.55258E+02    0.58563E+02    0.60616E+02
   0.64183E+02    0.55573E+02    0.59012E+02    0.63354E+02
   0.64347E+02    0.55578E+02    0.59027E+02    0.59757E+02
   0.63006E+02    0.54878E+02    0.56130E+02    0.59312E+02
   0.62811E+02    0.55635E+02    0.56338E+02    0.60472E+02
   0.63391E+02    0.55549E+02    0.57011E+02    0.59132E+02
   0.63679E+02    0.55882E+02    0.57179E+02    0.56663E+02
   0.63209E+02    0.55409E+02    0.56204E+02    0.58491E+02
   0.63785E+02    0.55192E+02    0.56555E+02    0.58979E+02
